X,Y,RECORD,LOCATION___GEOID,TOTAL_COLLISIONS,CYCLIST_COLLISIONS,PEDESTRIAN_COLLISIONS,XCOORD,YCOORD,LONGITUDE,LATITUDE,ObjectId
-75.72492902,45.39009794,564,CARLING AVE @ HINTON AVE (0006627),1,0,0,365489.6963,5028087.552,-75.72492902,45.39009794,964
-75.72586721,45.38966332,565,CARLING AVE @ HOLLAND AVE (0002146),7,0,0,365416.6987,5028038.547,-75.72586721,45.38966332,965
-75.76700336,45.37182033,566,CARLING AVE @ IROQUOIS RD (0003145),2,0,1,362213.686,5026025.53,-75.76700336,45.37182033,966
-75.72674058,45.38930026,567,CARLING AVE @ ISLAND PARK DR (0010785),4,0,0,365348.6995,5027997.543,-75.72674058,45.38930026,967
-75.8055496,45.35490957,568,CARLING AVE @ KEMPSTER AVE/FAMOUS PLAYERS THEA (0002395),2,0,0,359210.6717,5024119.508,-75.8055496,45.35490957,968
-75.74050333,45.38485723,569,CARLING AVE @ KIRKWOOD AVE N (0002358),25,0,0,364275.6922,5027493.534,-75.74050333,45.38485723,969
-75.73955162,45.38344724,570,CARLING AVE @ KIRKWOOD AVE S (0002209),12,1,0,364351.7005,5027337.549,-75.73955162,45.38344724,970
-75.70314744,45.39966659,571,CARLING AVE @ LEBRETON ST (0006753),2,0,0,367184.7094,5029167.556,-75.70314744,45.39966659,971
-75.75764239,45.37592622,572,CARLING AVE @ MAITLAND AVE/SHERBOURNE RD (0002641),12,0,0,362942.6979,5026488.527,-75.75764239,45.37592622,972
-75.73257414,45.38666703,573,CARLING AVE @ MERIVALE RD (0002148),12,1,0,364894.7038,5027700.544,-75.73257414,45.38666703,973
-75.731855,45.38696815,574,CARLING AVE @ MERIVALE RD EXTENSION (0008794),1,0,0,364950.6981,5027734.545,-75.731855,45.38696815,974
-75.84652278,45.35351361,575,CARLING AVE @ MOODIE DR/JAMES CUMMINGS AVE W (0000158),6,0,0,356001.6549,5023937.511,-75.84652278,45.35351361,975
-75.79806921,45.3581034,576,CARLING AVE @ MOORE AVE (0002396),1,0,0,359793.6711,5024479.513,-75.79806921,45.3581034,976
-75.78442378,45.36423686,577,CARLING AVE @ OTTAWA RIVER PKWY WB (0002142),2,0,0,360856.6815,5025170.52,-75.78442378,45.36423686,977
-75.72317818,45.39085379,578,CARLING AVE @ PARKDALE AVE (0008792),5,0,0,365625.98,5028172.87,-75.72317818,45.39085379,978
-75.79533357,45.35946349,579,CARLING AVE @ PINECREST  RD/GREENVIEW AVE (0001630),9,0,0,360006.6757,5024632.528,-75.79533357,45.35946349,979
-75.70771066,45.39761064,580,CARLING AVE @ PRESTON ST (0002161),7,0,0,366829.71,5028935.553,-75.70771066,45.39761064,980
-75.89986132,45.33880537,581,CARLING AVE @ RICHARDSON SIDE RD (0011927),1,1,0,351834.6211,5022270.494,-75.89986132,45.33880537,981
-75.79226641,45.36078518,582,CARLING AVE @ RICHMOND RD (0010847),10,0,0,360245.679,5024781.512,-75.79226641,45.36078518,982
-75.70561537,45.39855894,583,CARLING AVE @ ROCHESTER ST (0002145),1,0,0,366992.7132,5029042.554,-75.70561537,45.39855894,983
-75.80365197,45.35561789,584,CARLING AVE @ ROSEVIEW AVE (0002644),1,0,0,359358.6713,5024199.506,-75.80365197,45.35561789,984
-75.90254382,45.3385135,585,CARLING AVE @ SCHNEIDER RD (0003192),1,0,0,351624.6267,5022236.497,-75.90254382,45.3385135,985
-75.80281594,45.35614376,586,CARLING AVE @ SCRIVENS ST (0002720),3,0,0,359423.668,5024258.512,-75.80281594,45.35614376,986
-75.78082918,45.36584307,587,CARLING AVE @ TRANSITWAY - LINCOLN FIE (0008873),2,0,0,361136.68,5025351.523,-75.78082918,45.36584307,987
-75.7337844,45.38630364,588,CARLING AVE @ WESTGATE SC E (0008795),5,1,0,364800.3166,5027659.258,-75.7337844,45.38630364,988
-75.77273158,45.36915721,589,CARLING AVE @ WOODROFFE AVE W (0011470),8,1,1,361767.6836,5025725.514,-75.77273158,45.36915721,989
-75.80644761,45.35453704,590,CARLING AVE @ WYLIE AVE (0002394),4,0,0,359140.6682,5024077.504,-75.80644761,45.35453704,990
-75.74319019,45.38145563,591,CARLING AVE EB @ SAIGON CRT (0008796),1,0,0,364068.84,5027113.54,-75.74319019,45.38145563,991
-75.74323331,45.38219386,592,CARLING AVE WB @ SAIGON CRT (0002102),3,0,0,364064.6919,5027195.545,-75.74323331,45.38219386,992
-75.91169104,45.33865107,593,CARLING AVE/STATION RD @ MARCH RD (0002681),10,0,0,350907.6168,5022246.508,-75.91169104,45.33865107,993
-75.77169998,45.3719494,594,CARLINGWOOD SC @ WOODROFFE AVE (0008879),4,0,0,361845.6822,5026036.535,-75.77169998,45.3719494,994
-75.43539397,45.3656469,595,CARLSBAD LANE @ RUSSELL RD (0004717),1,0,0,388196.8155,5025629.494,-75.43539397,45.3656469,995
-75.94185907,45.26965842,596,CARP RD @ ECHOWOODS AVE/KITTIWAKE DR (0009789),6,0,0,348596.3471,5014562.766,-75.94185907,45.26965842,996
-75.93922346,45.26782478,597,CARP RD @ HAZELDEAN RD (0000086),16,0,0,348804.5759,5014360.436,-75.93922346,45.26782478,997
-75.93144071,45.26746222,598,CARP RD @ HOBIN ST/MCCOOEYE LANE (0009339),2,0,0,349415.5784,5014324.423,-75.93144071,45.26746222,998
-75.95550983,45.27982715,599,CARP RD @ HWY 417 CARP IC144R51 (0001683),1,0,0,347517.5659,5015685.454,-75.95550983,45.27982715,999
-76.02328239,45.33454602,600,CARP RD @ MARCH RD (0001689),2,0,0,342164.5553,5021732.508,-76.02328239,45.33454602,1000
-75.72598443,45.33801138,1601,MERIVALE RD @ WOODFIELD DR/ROYDON PL (0009776),9,1,0,365462.7011,5022298.499,-75.72598443,45.33801138,1001
-75.7181343,45.2231773,1101,GREENBANK RD @ PRINCE OF WALES DR (0001083),3,0,0,366201.6912,5009543.381,-75.7181343,45.2231773,1002
-75.69403513,45.42517685,1501,MACKENZIE AVE @ RIDEAU ST (0002136),5,0,0,367869.6992,5032009.58,-75.69403513,45.42517685,1003
-75.73772317,45.35796867,1602,MERIVALE RD/LOTTA AVE @ CLYDE AVE (0001112),14,0,0,364521.6983,5024507.526,-75.73772317,45.35796867,1004
-75.72475637,45.40365772,1603,MERTON ST @ WELLINGTON ST (0006493),1,0,0,365488.6982,5029594.557,-75.72475637,45.40365772,1005
-75.74638834,45.27053048,1102,GREENBANK RD @ STRANDHERD DR (0005563),26,2,0,363933.6839,5014784.417,-75.74638834,45.27053048,1006
-75.68761722,45.42497893,1502,MACKENZIE KING BR/WALLER ST @ NICHOLAS ST/WALL (0011251),4,0,0,368372.1456,5031992.639,-75.68761722,45.42497893,1007
-75.71144959,45.36263086,1001,FISHER AVE @ MEADOWLANDS DR (0002120),12,0,1,366575.0649,5025045.446,-75.71144959,45.36263086,1008
-75.69124363,45.41571751,1604,METCALFE ST @ GILMOUR ST (0006949),1,0,0,368098.7138,5030960.569,-75.69124363,45.41571751,1009
-75.77700659,45.3221839,1103,GREENBANK RD @ WEST HUNT CLUB RD (0005167),28,0,0,361479.677,5020502.479,-75.77700659,45.3221839,1010
-75.69027756,45.42386631,1503,MACKENZIE KING BRIDGE @ MACKENZIE KING BRIDGE (0008974),1,0,1,368165.2089,5031866.895,-75.69027756,45.42386631,1011
-75.69509023,45.42016305,1605,METCALFE ST @ LAURIER AVE (0002231),4,0,0,367792.7094,5031451.576,-75.69509023,45.42016305,1012
-75.70779016,45.35626214,1002,FISHER AVE @ NORMANDY CRES S (0005079),2,0,0,366868.708,5024340.52,-75.70779016,45.35626214,1013
-75.70356813,45.36607736,1104,GREENBRIAR AVE @ SKEENA AVE (0006259),1,0,0,367188.7098,5025434.525,-75.70356813,45.36607736,1014
-75.69183493,45.41636966,1504,MACLAREN ST @ METCALFE ST (0006950),3,0,0,368051.7067,5031032.576,-75.69183493,45.41636966,1015
-75.69405939,45.41896795,1606,METCALFE ST @ NEPEAN ST (0006944),2,0,0,367874.7142,5031319.574,-75.69405939,45.41896795,1016
-75.70410108,45.35265494,1003,FISHER AVE @ PRINCE OF WALES DR (0000572),7,0,0,367161.7048,5023942.511,-75.70410108,45.35265494,1017
-75.67842173,45.41773621,1105,GREENFIELD AVE @ HWY 417 NICHOLAS IC118R43 (0002658),1,0,0,369099.9496,5031195.074,-75.67842173,45.41773621,1018
-75.69378851,45.41555561,1505,MACLAREN ST @ O'CONNOR ST (0007174),3,0,2,367899.7149,5030940.577,-75.69378851,45.41555561,1019
-75.62483888,45.4219487,1201,HIGHWAY 417 @ REGIONAL RD 174 EB (0012396),1,0,0,373288.4572,5031707.431,-75.62483888,45.4219487,1020
-75.68629126,45.41003122,1607,METCALFE ST @ PRETORIA AVE (0007471),2,0,0,368492.7113,5030332.568,-75.68629126,45.41003122,1021
-75.72327708,45.38296875,1004,FISHER AVE @ SHILLINGTON AVE (0006792),4,1,0,365626.6926,5027296.545,-75.72327708,45.38296875,1022
-75.70639875,45.32886915,1106,GREENSIDE AVE @ MACFARLANE RD (0000105),1,0,0,367007.7169,5021297.486,-75.70639875,45.32886915,1023
-76.17883345,45.50819661,1506,MACLARENS SIDE RD @ TORBOLTON RIDGE RD (0002451),1,0,0,329895.6014,5040969.725,-76.17883345,45.50819661,1024
-75.69585725,45.42105031,1608,METCALFE ST @ SLATER ST (0002233),7,1,0,367731.6966,5031549.576,-75.69585725,45.42105031,1025
-75.97163913,45.25751014,1202,HIGHWAY 7 @ HAZELDEAN RD IC RAMP 34 (0011749),1,0,0,346268.4019,5013197.039,-75.97163913,45.25751014,1026
-75.72131784,45.37964386,1005,FISHER AVE @ TRENT ST (0006970),3,1,0,365783.6994,5026928.54,-75.72131784,45.37964386,1027
-75.72511946,45.28353567,1107,GRENADIER WAY @ QUEENSBURY DR E (0000667),1,0,0,365588.7009,5016245.448,-75.72511946,45.28353567,1028
-75.67104775,45.43715795,1507,MADELEINE MEILLEUR PRIV @ VANIER PKWY (0013514),4,0,0,369654.82,5033359.31,-75.67104775,45.43715795,1029
-75.69234953,45.41702117,1609,METCALFE ST @ SOMERSET ST (0002689),7,0,1,368010.7043,5031104.573,-75.69234953,45.41702117,1030
-75.72053266,45.36127233,1203,HIGWOOD DR @ HILLIARD AVE (0001927),1,1,0,365864.9589,5024887.548,-75.72053266,45.36127233,1031
-75.72489999,45.38567926,1006,FISHER AVE @ TUNIS AVE (0006208),2,0,0,365496.6991,5027596.534,-75.72489999,45.38567926,1032
-75.79795293,45.35408925,1108,GRENON AVE @ RICHMOND RD (0002741),3,0,0,359806.6705,5024033.51,-75.79795293,45.35408925,1033
-75.67530946,45.40440924,1508,MAIN ST @ BECKWITH RD/BOWER ST (0006978),2,0,0,369358.7106,5029716.559,-75.67530946,45.40440924,1034
-75.80111018,45.3547385,1610,MICHELE DR @ PENNY DR (0002870),1,0,0,359558.6682,5024103.507,-75.80111018,45.3547385,1035
-75.64476408,45.44178084,1204,HILLSIDE DR @ MONTREAL RD (0006434),1,0,0,371705.712,5033894.582,-75.64476408,45.44178084,1036
-75.70716849,45.35507888,1007,FISHER AVE @ VIEWMOUNT DR (0005076),1,0,0,366918.7093,5024209.507,-75.70716849,45.35507888,1037
-76.0978075,45.28747225,1109,GREY FOX DR @ MARCH RD (0010803),1,0,0,336349.4739,5016469.49,-76.0978075,45.28747225,1038
-75.67843792,45.40978601,1509,MAIN ST @ OBLATE AVE (0002597),2,0,0,369107.706,5030311.566,-75.67843792,45.40978601,1039
-75.44620524,45.42138589,1611,MILTON RD @ NAVAN RD (0004709),1,0,0,387268.7888,5031812.521,-75.44620524,45.42138589,1040
-75.74427977,45.39374605,1205,HILSON AVE @ BYRON AVE (0006298),3,0,0,363970.6859,5028478.549,-75.74427977,45.39374605,1041
-75.74549161,45.39576977,1206,HILSON AVE @ RICHMOND RD (0006391),1,0,0,363873.6939,5028702.551,-75.74549161,45.39576977,1042
-75.72984834,45.40561989,1207,HINCHEY AVE @ SCOTT ST (0006481),5,0,0,365087.994,5029808.782,-75.72984834,45.40561989,1043
-75.66492404,45.40873416,1208,HINCKS LANE @ RIVERSIDE DR (0011354),2,0,0,370166.7159,5030205.566,-75.66492404,45.40873416,1044
-75.66363456,45.40867063,1209,HINCKS LANE E @ RIVERSIDE DR (0006894),1,0,1,370267.7248,5030199.555,-75.66363456,45.40867063,1045
-75.91900386,45.34158123,1210,HINES RD @ SOLANDT RD (0011896),1,0,0,350332.1398,5022567.969,-75.91900386,45.34158123,1046
-75.72963788,45.39787763,1211,HINTON AVE @ TYNDALL ST (0005579),1,0,0,365112.7069,5028948.555,-75.72963788,45.39787763,1047
-75.73098746,45.40009141,1212,HINTON AVE @ WELLINGTON ST (0006520),3,1,0,365004.6951,5029193.558,-75.73098746,45.40009141,1048
-75.72966678,45.39594258,1213,HOLLAND AVE @ 95 N OF SHERWOOD DR/FISHER PARK  (0010827),1,0,0,365112.5025,5028733.495,-75.72966678,45.39594258,1049
-75.72576717,45.38857371,1214,HOLLAND AVE @ ISLAND PARK DR/N.C.C. DRIVEWAY (0010787),5,0,0,365425.6976,5027917.535,-75.72576717,45.38857371,1050
-75.72757839,45.39248257,1215,HOLLAND AVE @ RUSKIN ST (0006676),2,0,0,365279.7023,5028350.557,-75.72757839,45.39248257,1051
-75.73067629,45.39760568,1216,HOLLAND AVE @ TYNDALL ST (0006087),3,0,0,365031.697,5028917.556,-75.73067629,45.39760568,1052
-75.73195017,45.39973791,1217,HOLLAND AVE @ WELLINGTON ST (0002364),4,0,0,364929.7014,5029153.554,-75.73195017,45.39973791,1053
-75.73494031,45.40438335,1218,HOLLAND AVE @ YARROW ST (0006569),1,0,1,364690.6981,5029667.564,-75.73494031,45.40438335,1054
-75.73434874,45.40373142,1219,HOLLAND AVE/TUNNEY'S PASTURE @ SCOTT ST (0006494),5,1,3,364737.697,5029595.557,-75.73434874,45.40373142,1055
-75.81807293,45.34938794,1220,HOLLY ACRES RD @ CARLING AVE (0000522),2,0,0,358234.6563,5023497.518,-75.81807293,45.34938794,1056
-75.81738547,45.3481778,1221,HOLLY ACRES RD @ HILLVIEW RD/STONEHEDGE PK (0009822),1,0,0,358289.6644,5023363.495,-75.81738547,45.3481778,1057
-75.8147848,45.34476937,1222,HOLLY ACRES RD @ TRANSITWAY - BAYSHORE/278 N O (0009787),4,0,0,358496.6751,5022986.456,-75.8147848,45.34476937,1058
-75.69566212,45.39608659,1223,HOLMWOOD AVE @ MURIEL ST (0007559),1,0,0,367774.7034,5028775.548,-75.69566212,45.39608659,1059
-75.83527617,45.27739073,1224,HOPE SIDE RD @ RICHMOND RD (0000581),2,1,0,356952.6366,5015485.435,-75.83527617,45.27739073,1060
-75.68778183,45.39160353,1225,HOPEWELL AVE @ LEONARD AVE (0007372),1,0,0,368396.7091,5028283.55,-75.68778183,45.39160353,1061
-75.74124564,45.27752735,1226,HORNCHURCH LANE @ LONGFIELDS DR (0013838),1,0,0,364329.9,5015565.735,-75.74124564,45.27752735,1062
-75.65140726,45.35157362,1227,HUNT CLUB RD @ BRIDLE PATH DR/DAZE ST (0008214),19,0,0,371291.7289,5023864.504,-75.65140726,45.35157362,1063
-75.68515673,45.33784433,1228,HUNT CLUB RD @ CANADAIR PRIV (0010852),5,0,0,368662.7174,5022311.494,-75.68515673,45.33784433,1064
-75.66147346,45.34747262,1229,HUNT CLUB RD @ DOWNPATRICK RD/MCCARTHY RD (0006931),9,0,0,370507.7344,5023400.509,-75.66147346,45.34747262,1065
-75.68900462,45.33627394,1230,HUNT CLUB RD @ LINDBERGH PRIV (0011417),3,0,0,368362.8992,5022133.937,-75.68900462,45.33627394,1066
-75.63172764,45.35991146,1231,HUNT CLUB RD @ LORRY GREENBERG DR/SABLE RIDGE  (0008203),7,0,0,372823.7387,5024807.505,-75.63172764,45.35991146,1067
-75.65261442,45.35106969,1232,HUNT CLUB RD @ MAC ST (0006898),1,0,0,371197.731,5023807.508,-75.65261442,45.35106969,1068
-75.61412394,45.36738925,1233,HUNT CLUB RD @ MALAK ST (0007737),1,0,0,374193.735,5025653.517,-75.61412394,45.36738925,1069
-75.67085454,45.3430146,1234,HUNT CLUB RD @ PAUL ANKA DR (0008224),3,0,0,369777.7252,5022897.49,-75.67085454,45.3430146,1070
-75.62565191,45.3623938,1235,HUNT CLUB RD @ PIKE ST/MAPLE PARK PRIV (0010869),2,0,0,373296.7385,5025088.512,-75.62565191,45.3623938,1071
-75.6931902,45.33460788,1236,HUNT CLUB RD @ RIVERSIDE DR (0002237),34,0,0,368036.703,5021945.499,-75.6931902,45.33460788,1072
-75.65396237,45.35053971,1237,HUNT CLUB RD @ TRANSITWAY OFFRAMP (0010854),1,0,0,371092.7299,5023747.503,-75.65396237,45.35053971,1073
-75.66598922,45.3449949,1238,HUNT CLUB RD @ UPLANDS DR (0010844),7,0,0,370156.7272,5023121.492,-75.66598922,45.3449949,1074
-75.6557858,45.34978833,1239,HUNT CLUB RD/AIRPORT PKWY/HUNT CLUB RD RAMP 53 (0010853),4,1,0,370950.7269,5023662.504,-75.6557858,45.34978833,1075
-75.63442807,45.36247271,1240,HUNTER'S GLEN CRES N @ LORRY GREENBERG DR (0008865),1,0,0,372609.1174,5025089.852,-75.63442807,45.36247271,1076
-75.53114745,45.46139014,1241,HUNTER'S RUN DR @ JEANNE D'ARC BLVD (0012419),5,0,0,380567.7472,5036174.572,-75.53114745,45.46139014,1077
-75.83700638,45.1955464,1242,HUNTLEY RD @ PERTH ST (0010384),2,0,1,356891.6155,5006389.347,-75.83700638,45.1955464,1078
-75.92036461,45.28890493,1243,HUNTMAR DR @ MAPLE GROVE RD (0003119),3,0,0,350267.605,5016713.453,-75.92036461,45.28890493,1079
-75.92785222,45.29480973,1244,HUNTMAR DR @ PALLADIUM DR S (0011818),2,0,1,349675.6066,5017365.436,-75.92785222,45.29480973,1080
-75.93181244,45.31510329,1245,HUNTSVILLE DR @ KANATA AVE (0014360),1,0,0,349349.0951,5019618.393,-75.93181244,45.31510329,1081
-75.94456691,45.31765514,1246,HUNTSVILLE DR @ TERRY FOX DR (0015949),1,0,0,348347.1182,5019895,-75.94456691,45.31765514,1082
-75.73296039,45.39947119,1247,HURON AVE @ WELLINGTON ST (0005625),1,0,0,364850.8951,5029123.16,-75.73296039,45.39947119,1083
-75.81146734,45.34368795,1248,HWY 416 ACRES IC75R24 @ HOLLY ACRES RD (0005257),7,1,0,358757.674,5022868.498,-75.81146734,45.34368795,1084
-75.68268719,45.14517217,1249,HWY 416 ROGERSTE IC49R34 @ ROGER STEVENS DR (0011894),1,0,0,369073.1529,5000902.702,-75.68268719,45.14517217,1085
-75.80402941,45.31208385,1250,HWY 416 WESTHUNT IC72R34 @ WEST HUNT CLUB RD (0005218),3,0,0,359370.8953,5019361.439,-75.80402941,45.31208385,1086
-75.90293783,45.31141411,1251,HWY 417 CASTLEFR IC139R61 @ KANATA AVE (0012625),6,0,0,351616.063,5019224.795,-75.90293783,45.31141411,1087
-75.6120638,45.41327353,1252,HWY 417 INNES IC112R57 @ INNES RD (0012298),5,0,0,374298.8515,5030754.329,-75.6120638,45.41327353,1088
-75.60765988,45.41474401,1253,HWY 417 INNES IC112R68 @ INNES RD (0012300),2,0,0,374641.7342,5030921.555,-75.60765988,45.41474401,1089
-75.75511051,45.37136534,1254,HWY 417 MAITLAND IC126R26/62 @ MAITLAND AVE (0008228),5,0,1,363145.689,5025983.518,-75.75511051,45.37136534,1090
-75.7532162,45.36978732,1255,HWY 417 MAITLAND IC126R51/HWY 417 MAITLAND IC1 (0002505),1,0,0,363295.6929,5025809.532,-75.7532162,45.36978732,1091
-75.75436232,45.3700108,1256,HWY 417 MAITLAND IC126R52 @ MAITLAND AVE (0002246),7,0,0,363205.6873,5025833.534,-75.75436232,45.3700108,1092
-75.75484892,45.37086875,1257,HWY 417 MAITLAND IC126R63 @ MAITLAND AVE (0010889),1,1,0,363166.6892,5025928.523,-75.75484892,45.37086875,1093
-76.05930225,45.31140167,1258,HWY 417 MARCH IC155R51 @ MARCH RD (0005676),1,0,0,339355.4299,5019144.471,-76.05930225,45.31140167,1094
-76.05434987,45.31459136,1259,HWY 417 MARCH IC155R61 @ MARCH RD (0005675),1,0,0,339741.789,5019501.067,-76.05434987,45.31459136,1095
-75.8408886,45.3364286,1260,HWY 417 MOODIE IC134R52 @ MOODIE DR (0000553),2,0,0,356458.6448,5022042.498,-75.8408886,45.3364286,1096
-75.84052289,45.33495065,1261,HWY 417 MOODIE IC134R53 @ MOODIE DR (0000654),1,1,0,356488.6521,5021878.492,-75.84052289,45.33495065,1097
-75.67281998,45.41655742,1262,HWY 417 NICHOLAS IC118R35 @ HWY 417 NICHOLAS I (0002508),1,0,0,369539.7117,5031068.569,-75.67281998,45.41655742,1098
-75.6564715,45.41614087,1263,HWY 417 RIVERSID IC117R25 @ RIVERSIDE DR (0011962),1,0,0,370819.7188,5031035.566,-75.6564715,45.41614087,1099
-75.63625223,45.42228693,1264,HWY 417 ST.LAURE IC115R36 @ ST. LAURENT BLVD (0011240),1,0,0,372394.8673,5031735.364,-75.63625223,45.42228693,1100
-75.63456115,45.41935138,1265,HWY 417 ST.LAURE IC115R51 @ ST. LAURENT BLVD (0002712),12,0,0,372530.7171,5031410.562,-75.63456115,45.41935138,1101
-75.91019727,45.3043308,1266,HWY 417 TERRYFO IC140R52 @ TERRY FOX DR (0003180),4,0,0,351052.6057,5018433.46,-75.91019727,45.3043308,1102
-75.91327022,45.30683035,1267,HWY 417 TERRYFO IC140R61 @ TERRY FOX DR (0011777),3,0,0,350809.602,5018709.466,-75.91327022,45.30683035,1103
-75.65543711,45.41953466,1268,HWY 417 VANIER IC117R61/HWY 417 VANIER IC117R6 (0002504),1,0,0,370896.7169,5031413.563,-75.65543711,45.41953466,1104
-75.6570239,45.42023034,1269,HWY 417 VANIER IC117R62 @ VANIER PKWY (0002390),1,0,0,370771.7218,5031489.57,-75.6570239,45.42023034,1105
-75.65667845,45.41939984,1270,HWY 417 VANIER IC117R63 @ VANIER PKWY (0002101),6,0,0,370799.7249,5031397.561,-75.65667845,45.41939984,1106
-75.59226332,45.39832015,1271,HWY 417 WALKLEY IC110R56 @ WALKLEY EXTENSION R (0009350),1,0,0,375867.3849,5029109.88,-75.59226332,45.39832015,1107
-75.59496953,45.39733971,1272,HWY 417 WALKLEY IC110R57 @ WALKLEY EXTENSION R (0004164),2,0,0,375656.7393,5028998.54,-75.59496953,45.39733971,1108
-75.59070395,45.39889856,1273,HWY 417 WALKLEY IC110R64 @ WALKLEY EXTENSION R (0004205),4,0,0,375988.7424,5029175.537,-75.59070395,45.39889856,1109
-75.7692007,45.36278163,1274,HWY 417 WOODROFF IC127R62 @ WOODROFFE AVE (0002349),4,0,0,362050.6916,5025019.515,-75.7692007,45.36278163,1110
-75.76845732,45.36144504,1275,HWY 417 WOODROFF IC127R63 @ WOODROFFE AVE (0006462),2,0,0,362110.2775,5024871.511,-75.76845732,45.36144504,1111
-75.65570512,45.41183392,1276,INDUSTRIAL AVE @ ALTA VISTA DR/SANDFORD FLEMIN (0006979),15,0,1,370884.7238,5030557.57,-75.65570512,45.41183392,1112
-75.65305208,45.4115442,1277,INDUSTRIAL AVE @ NEIGHBORHOOD WAY (0002706),7,0,0,371092.7217,5030527.557,-75.65305208,45.4115442,1113
-75.65825542,45.41216754,1278,INDUSTRIAL AVE @ RIVERSIDE DR (0011905),23,0,0,370684.7186,5030592.553,-75.65825542,45.41216754,1114
-75.63554673,45.40918137,1279,INDUSTRIAL AVE @ RUSSELL RD (0007732),9,0,0,372465.7286,5030279.553,-75.63554673,45.40918137,1115
-75.64547223,45.41159502,1280,INDUSTRIAL AVE @ TRAINYARDS DR (0011906),7,0,0,371685.9551,5030539.479,-75.64547223,45.41159502,1116
-75.62748608,45.40665458,1281,INDUSTRIAL AVE/INNES RD @ ST. LAURENT BLVD (0002203),28,1,0,373099.7274,5030005.567,-75.62748608,45.40665458,1117
-75.72389283,45.39208861,1282,INGLEWOOD PL @ PARKDALE AVE (0006691),3,0,0,365568.6987,5028309.553,-75.72389283,45.39208861,1118
-75.61466984,45.41093824,1283,INNES PARK WAY @ SHEFFIELD RD (0006427),1,0,0,374097.7328,5030492.564,-75.61466984,45.41093824,1119
-75.60481062,45.41543466,1284,INNES RD @ 215 W OF CYRVILLE RD/HOME DEPOT W (0012457),5,0,0,374863.8856,5031000.784,-75.60481062,45.41543466,1120
-75.485103,45.46172679,1285,INNES RD @ 240 E OF TENTH LINE RD/HOME DEPOT E (0012919),4,0,0,384168.11,5036256.42,-75.485103,45.46172679,1121
-75.50851905,45.45421665,1286,INNES RD @ 260 E OF BELCOURT BLVD/WALMART SC (0012533),3,0,0,382347.1994,5035398.966,-75.50851905,45.45421665,1122
-75.49767201,45.45769975,1287,INNES RD @ 298 E OF WILDFLOWER DR/LOBLAWS SC (0012918),1,0,0,383190.7568,5035796.563,-75.49767201,45.45769975,1123
-75.52199021,45.44877605,1288,INNES RD @ 473 E OF PAGE RD/BUILDERS' WAREHOUS (0009781),2,0,0,381300.93,5034781.45,-75.52199021,45.44877605,1124
-75.56454011,45.43168538,1289,INNES RD @ BEARBROOK RD/GLEN PARK DR E (0003630),3,0,0,377994.7336,5032842.571,-75.56454011,45.43168538,1125
-75.55424609,45.43584787,1290,INNES RD @ EASTPARK DR E/RONDEL ST (0003146),1,0,0,378794.7449,5033314.565,-75.55424609,45.43584787,1126
-75.50477805,45.45570115,1291,INNES RD @ JEANNE D'ARC BLVD/MER BLEUE RD (0012475),17,0,0,382637.7536,5035567.554,-75.50477805,45.45570115,1127
-75.47640234,45.46438595,1292,INNES RD @ ORCHARDVIEW AVE/ESPRIT DR (0012279),7,1,0,384844.7646,5036560.56,-75.47640234,45.46438595,1128
-75.53280378,45.44450342,1293,INNES RD @ ORLEANS BLVD (0003611),16,0,0,380460.7951,5034296.403,-75.53280378,45.44450342,1129
-75.42159804,45.47956593,1294,INNES RD @ O'TOOLE RD (0004713),1,0,0,389107.7846,5038303.548,-75.42159804,45.47956593,1130
-75.52730892,45.44665376,1295,INNES RD @ PAGE RD (0012476),3,0,1,380887.749,5034540.555,-75.52730892,45.44665376,1131
-75.46628531,45.46728227,1296,INNES RD @ PORTOBELLO BLVD (0009187),6,0,0,385631.7697,5036892.552,-75.46628531,45.46728227,1132
-75.46013641,45.46894884,1297,INNES RD @ PROVENCE AVE (0009244),1,0,0,386110.1887,5037083.96,-75.46013641,45.46894884,1133
-75.61400674,45.41249883,1298,INNES RD @ STAR TOP RD/WINDMILL LANE (0008734),11,0,0,374147.7258,5030666.561,-75.61400674,45.41249883,1134
-75.59838008,45.41819856,1299,INNES RD @ STONEHENGE CRES E (0009355),19,1,0,375363.7425,5031313.553,-75.59838008,45.41819856,1135
-75.60048918,45.41734242,1300,INNES RD @ STONEHENGE CRES W (0009354),4,0,0,375199.7412,5031216.564,-75.60048918,45.41734242,1136
-75.53666641,45.46769994,1110,GREY NUNS DR @ STEAMER LANE (0004448),1,1,0,380127.7406,5036870.59,-75.53666641,45.46769994,1137
-75.67440077,45.40274635,1510,MAIN ST @ RIVERDALE AVE (0007229),1,0,0,369431.7411,5029532.494,-75.67440077,45.40274635,1138
-75.415638,45.36269826,1612,MILTON RD/SABOURIN RD @ RUSSELL RD (0004219),2,0,0,389748.8274,5025322.475,-75.415638,45.36269826,1139
-75.67877456,45.4103554,1511,MAIN ST @ SPRINGHURST AVE (0007196),3,1,0,369080.7092,5030374.572,-75.67877456,45.4103554,1140
-75.51752774,45.21725455,1111,GREY'S CREEK RD @ SNAKE ISLAND RD (0005705),1,0,0,381963.7835,5009057.414,-75.51752774,45.21725455,1141
